Star_ID,time__sum_values,time__median,time__mean,time__length,time__standard_deviation,time__variance,time__root_mean_square,time__maximum,time__absolute_maximum,time__minimum,flux__sum_values,flux__median,flux__mean,flux__length,flux__standard_deviation,flux__variance,flux__root_mean_square,flux__maximum,flux__absolute_maximum,flux__minimum,flux_err__sum_values,flux_err__median,flux_err__mean,flux_err__length,flux_err__standard_deviation,flux_err__variance,flux_err__root_mean_square,flux_err__maximum,flux_err__absolute_maximum,flux_err__minimum,centroid_col__sum_values,centroid_col__median,centroid_col__mean,centroid_col__length,centroid_col__standard_deviation,centroid_col__variance,centroid_col__root_mean_square,centroid_col__maximum,centroid_col__absolute_maximum,centroid_col__minimum,centroid_row__sum_values,centroid_row__median,centroid_row__mean,centroid_row__length,centroid_row__standard_deviation,centroid_row__variance,centroid_row__root_mean_square,centroid_row__maximum,centroid_row__absolute_maximum,centroid_row__minimum,cadenceno__sum_values,cadenceno__median,cadenceno__mean,cadenceno__length,cadenceno__standard_deviation,cadenceno__variance,cadenceno__root_mean_square,cadenceno__maximum,cadenceno__absolute_maximum,cadenceno__minimum,quality__sum_values,quality__mean,quality__length,quality__standard_deviation,quality__variance,quality__root_mean_square,quality__maximum,quality__absolute_maximum,Exoplanet_Actual
TIC 357416482,35869924.8905381,1969.5135467994000,1969.0357847361300,18217.0,7.7949633995582000,60.76145440045200,1969.0512139164500,1982.284240235520,1982.284240235520,1955.7995913673200,1519060824.03125,83425.5390625,83386.99149317950,18217.0,154.40187698167600,23839.93961546480,83387.13444065100,83749.15625,83749.15625,81799.5234375,587024.8526134490,32.13227844238280,32.224013427757000,18217.0,0.26173204242416600,0.06850366203152530,32.225076338998700,32.97080993652340,32.97080993652340,31.707565307617200,32222098.142052100,1768.7902484342000,1768.7927837762600,18217.0,0.010840110014794300,0.00011750798513284300,1768.7927838094700,1768.851337016960,1768.851337016960,1768.752082629900,21230221.886330200,1165.3767271607600,1165.4071409304600,18217.0,0.04386159979380350,0.0019238399364717800,1165.4071417558600,1165.502817000990,1165.502817000990,1165.320739542220,9726694643.0,534279.0,533935.0410605480,18217.0,5612.389086389900,31498911.25702840,533964.5371966060,543474.0,543474.0,524405.0,3584.0,0.19673930943624100,18217.0,10.034531382953500,100.69182007547800,10.03645985551460,512.0,512.0,0
TIC 190081497,52883317.24038720,2975.573365212710,2975.486256703270,17773.0,7.390813439012990,54.62412329029490,2975.495435713740,2988.2291038428400,2988.2291038428400,2962.8021809021700,286189687.4707030,16038.705078125,16102.497466421200,17773.0,1658.870908465630,2751852.690953580,16187.719955171400,64781.1015625,64781.1015625,15828.0859375,279077.0767288210,15.036946296691900,15.702305560615600,17773.0,2.289141849377280,5.240170406570440,15.868288197707700,27.76841735839840,27.76841735839840,14.94858455657960,35329124.65319390,1987.7975470431600,1987.79748231553,17773.0,0.01969691338100160,0.00038796839673867800,1987.7974824131200,1987.8297696182700,1987.8297696182700,1987.2852864230600,7032363.041868180,395.679306458204,395.67675923412900,17773.0,0.016426852913200500,0.00026984149663192300,395.67675957511700,395.7085660512960,395.7085660512960,395.5792494270140,22368747665.0,1258643.0,1258580.2996117700,17773.0,5321.273275143290,28315949.26875410,1258591.5487242600,1267755.0,1267755.0,1249448.0,7447008.0,419.00680807967100,17773.0,1241.1990134800100,1540574.9910637600,1310.0159145143500,4096.0,4096.0,0
TIC 455135327,24577821.36096680,1504.7109119949900,1503.8745249321900,16343.0,7.30730494130218,53.396705505179300,1503.8922778728300,1516.0914445060000,1516.0914445060000,1491.6370596732900,262503800.79492200,16072.142578125,16062.15509973210,16343.0,51.52611953856230,2654.940994702210,16062.237745371700,16173.09765625,16173.09765625,15784.7412109375,238108.9963312150,14.565123558044400,14.569479063281800,16343.0,0.06913181025726130,0.004779207189445970,14.569643076705700,15.647393226623500,15.647393226623500,14.456357955932600,21062520.06386080,1288.7780751681300,1288.7792977948200,16343.0,0.011540746902961100,0.00013318883907820700,1288.779297846500,1288.8133336958700,1288.8133336958700,1288.7557594427900,22195890.763965600,1358.1195972266800,1358.1282973729200,16343.0,0.061098748720424500,0.003733057095201570,1358.128298747260,1358.247785247890,1358.247785247890,1358.004390764510,3252548414.0,199620.0,199017.83112035700,16343.0,5261.212801222490,27680360.139747400,199087.36138688200,207814.0,207814.0,190207.0,897536.0,54.91868078076240,16343.0,1146.3367367514600,1314087.9140259900,1147.6515043882800,32768.0,32768.0,1
TIC 404340025,29290801.40161540,1611.0056234120300,1610.5350745925900,18187.0,7.946720523799510,63.15036708337630,1610.5546798727600,1623.895647111800,1623.895647111800,1596.7820535840900,136756674.58642600,7523.677734375,7519.4740521485600,18187.0,49.84194540936310,2484.219522189930,7519.639236057650,7677.28857421875,7677.28857421875,7284.888671875,199364.68612861600,10.155323028564500,10.961933586001900,18187.0,1.6607920912371500,2.758230370315860,11.087029282645200,18.29020881652830,18.29020881652830,10.01599407196050,22055064.11183830,1212.6834550357100,1212.6829115213200,18187.0,0.014608304772069800,0.00021340256831367900,1212.682911609310,1212.711262832950,1212.711262832950,1212.6398996733400,30084523.122823200,1654.1797281840500,1654.1773312158800,18187.0,0.015208118376003500,0.0002312868645385340,1654.1773312857900,1654.2256688335500,1654.2256688335500,1654.1428743425900,5016233378.0,276153.0,275814.2287348110,18187.0,5721.702554810030,32737880.125719600,275873.5700510370,285434.0,285434.0,265912.0,71794688.0,3947.5827789080100,18187.0,5418.828218232080,29363699.258708200,6704.2605151529800,12288.0,12288.0,1
TIC 245509452,56403414.40478670,2896.316216328310,2896.195861606500,19475.0,8.04959148445907,64.79592306667600,2896.2070479697600,2910.0522885137700,2910.0522885137700,2882.334046270530,49767449.775146500,2555.393310546880,2555.4531335120100,19475.0,28.17521759288740,793.8428864065500,2555.6084521034900,2610.4033203125,2610.4033203125,2472.07861328125,125211.90303611800,6.403013229370120,6.429366009556740,19475.0,0.12699973615770600,0.01612893298412700,6.430620204756900,7.067092418670650,7.067092418670650,6.309919834136960,18156713.659100800,932.308861181415,932.308788657293,19475.0,0.00573371838147169,3.28755264780263E-05,932.3087886749240,932.3200035736850,932.3200035736850,932.2901299291560,20512233.889514800,1053.257902864280,1053.2597632613500,19475.0,0.008447334620839170,7.1357462196428E-05,1053.259763295230,1053.2929786424000,1053.2929786424000,1053.2342739384700,23399025023.0,1201577.0,1201490.3734531500,19475.0,5795.666278802110,33589747.61524390,1201504.3517391800,1211467.0,1211467.0,1191510.0,0.0,0.0,19475.0,0.0,0.0,0.0,0.0,0.0,1
TIC 47911178,21732385.371321600,1479.8120882909400,1479.2992560970400,14691.0,6.444822293639790,41.535734396596500,1479.3132950202400,1490.0482002890100,1490.0482002890100,1468.2758257605800,273894584.4941410,18643.65234375,18643.699169160800,14691.0,143.91584767390600,20711.771211698900,18644.254623915000,24756.06640625,24756.06640625,18383.25390625,228176.04616355900,15.519131660461400,15.531689208601100,14691.0,0.09417190234887240,0.00886834719200555,15.531974698014700,17.076892852783200,17.076892852783200,15.422179222106900,14040311.826463600,955.708215751602,955.7083810811800,14691.0,0.003891789889964550,1.51460285476303E-05,955.7083810891040,955.723609926678,955.723609926678,955.6233413366030,18542853.474978200,1262.197962044440,1262.1913739689800,14691.0,0.013652004261069300,0.00018637722034425500,1262.1913740428100,1262.235409576810,1262.235409576810,1262.1441010929900,2663842314.0,181694.0,181324.7780273640,14691.0,4640.237848604010,21531807.29161710,181384.14190321100,189064.0,189064.0,173388.0,410256.0,27.925668776802100,14691.0,336.80676589341700,113438.7975515830,337.9624839064460,4096.0,4096.0,1
TIC 100100827,25029990.41766990,1367.0513729681400,1367.7590392169400,18300.0,8.119827537002250,65.93159923066000,1367.783141056680,1381.51745897754,1381.51745897754,1354.1115072617200,838874134.609375,45881.138671875,45840.11664532100,18300.0,135.33287521488900,18314.987113928800,45840.31641517930,48166.53125,48166.53125,45176.60546875,430003.1766834260,23.480674743652300,23.497441348821100,18300.0,0.0679157358067468,0.00461254717017183,23.49753949860400,23.74566078186040,23.74566078186040,23.3131160736084,29987626.765102300,1638.6707640634000,1638.6681292405700,18300.0,0.016496372575806900,0.00027213030815983300,1638.6681293236000,1638.7081879608800,1638.7081879608800,1638.573834469390,8564180.860562570,467.9856434799890,467.9880251673540,18300.0,0.013965947198544600,0.00019504768115253500,467.98802537574300,468.0655749559650,468.0655749559650,467.9274632274350,1848593439.0,100506.5,101016.03491803300,18300.0,5846.190685533810,34177945.53162230,101185.06439239400,110922.0,110922.0,91190.0,16.0,0.0008743169398907100,18300.0,0.11827217174018600,0.013988306608140000,0.11827540335273200,16.0,16.0,1
TIC 160578764,260670936.2688780,2347.694356936970,2347.22377442599,111055.0,7.8512789818540200,61.64258165090280,2347.236905344720,2360.5579079381600,2360.5579079381600,2333.8596956543300,190262427.7484130,1713.445068359380,1713.2270293855600,111055.0,19.294813835192300,372.2898409347260,1713.335677576990,2446.12060546875,2446.12060546875,1572.3603515625,1398902.8090333900,12.367985725402800,12.596486506986600,111055.0,1.4455791203480700,2.089698993186290,12.679162879065800,47.998870849609400,47.998870849609400,12.060362815856900,16077737.437897000,144.7724962477510,144.77274717839800,111055.0,0.015191423398182700,0.00023077934486285400,144.77274797543800,144.87103220465500,144.87103220465500,144.54428232832400,174397599.19179600,1570.3859588511300,1570.3714302984600,111055.0,0.051774611270457700,0.002680610372207000,1570.3714311519600,1570.5201340009600,1570.5201340009600,1570.2502038628100,537215270926.0,4839413.0,4837380.315393270,111055.0,33917.444346601200,1150393031.0047900,4837499.220546230,4894984.0,4894984.0,4779648.0,8296192.0,74.70345324388820,111055.0,495.76049834537000,245778.47171965000,501.3572355578520,5120.0,5120.0,1
TIC 416539317,48916202.70212410,2592.915268040150,2593.3730623541500,18862.0,7.970801069132360,63.53366968368160,2593.3853115597500,2606.9435773473300,2606.9435773473300,2579.8061650286800,26494017.513183600,1393.0282592773400,1404.6239801284900,18862.0,243.1254753308920,59109.99675487200,1425.5099165936600,9575.2783203125,9575.2783203125,1356.837646484380,95156.60261631010,4.760358572006230,5.044884032250560,18862.0,0.8560974015145910,0.7329027608800340,5.117006708979060,10.863176345825200,10.863176345825200,4.7337799072265600,5590259.949583640,296.3756174818970,296.3768396555850,18862.0,0.00763047031001743,5.82240771520575E-05,296.376839753811,296.485512551901,296.485512551901,296.3627029924420,33166973.06764650,1758.4096217191400,1758.401710722430,18862.0,0.018260069168742800,0.00033343012604727000,1758.4017108172400,1758.4825854839800,1758.4825854839800,1758.3597741884900,18549987432.0,983128.5,983458.1397518820,18862.0,5738.995679726450,32936071.411918900,983474.8846389750,993229.0,993229.0,973690.0,10572640.0,560.5259251404940,18862.0,1850.9565353599400,3426040.095791680,1933.9672718394900,32768.0,32768.0,0
TIC 345333936,43875981.86523150,3404.6378250069700,3408.1079590827600,12874.0,9.580724604970720,91.79028395629140,3408.121425513950,3423.5448877592300,3423.5448877592300,3395.4831543577500,18282997.272583000,1420.1800537109400,1420.1489259424400,12874.0,7.375652013960130,54.4002426310341,1420.168078819580,1448.2940673828100,1448.2940673828100,1383.2882080078100,75657.30805110930,5.895441770553590,5.87675221773414,12874.0,0.4477489270853020,0.20047910170603900,5.893784499822600,6.614119052886960,6.614119052886960,5.208991527557370,11939592.214511300,927.4188891795150,927.4190006611220,12874.0,0.0027779130835805400,7.71680109992792E-06,927.4190006652820,927.4332023427460,927.4332023427460,927.4089834579850,8233854.631310310,639.5698790569820,639.5723653340310,12874.0,0.007547682104704900,5.69675051536826E-05,639.5723653785670,639.5916192854770,639.5916192854770,639.5425230825410,20213116701.0,1567574.5,1570072.7591269200,12874.0,6897.887605631180,47580853.41992020,1570087.9114896200,1581187.0,1581187.0,1560983.0,0.0,0.0,12874.0,0.0,0.0,0.0,0.0,0.0,0
TIC 66561343,38663478.29247530,2215.4408802756400,2214.6567930161100,17458.0,7.695896436978800,59.22682196870310,2214.670164533400,2227.5759382127400,2227.5759382127400,2201.737563345450,95849567.85986330,5491.071044921880,5490.294871111430,17458.0,17.295486845816500,299.13386523381200,5490.322113102080,5547.515625,5547.515625,5422.3095703125,153997.54432487500,8.822287559509280,8.821030148062490,17458.0,0.018686248810783900,0.0003491758946185220,8.82104994028046,8.876128196716310,8.876128196716310,8.770181655883790,33937125.23805330,1943.930323331150,1943.929730670940,17458.0,0.023501053108364300,0.00055229949720216,1943.9297308130000,1943.9898505160600,1943.9898505160600,1943.8778936270600,16908458.389944400,968.5232271441850,968.5220752631690,17458.0,0.021912210565579500,0.0004801449718702950,968.5220755110440,968.5746651535490,968.5746651535490,968.4761637715730,12408831611.0,711346.5,710781.9687822200,17458.0,5541.155918782230,30704408.916255400,710803.5674888280,720084.0,720084.0,701480.0,0.0,0.0,17458.0,0.0,0.0,0.0,0.0,0.0,1
TIC 455096220,24577820.95868650,1504.7108864385700,1503.8745003173500,16343.0,7.307298993106060,53.3966185746489,1503.8922532293800,1516.0914102799000,1516.0914102799000,1491.6370452997200,35485715.092285200,2173.541015625,2171.309740701530,16343.0,15.897867446561900,252.74218934845400,2171.3679403211900,2210.30810546875,2210.30810546875,2114.765869140630,98938.28526687620,6.048254013061520,6.053863138155550,16343.0,0.05451662379491490,0.0029720622699962900,6.054108601420080,6.769373893737790,6.769373893737790,5.993576526641850,22403068.527080200,1370.804372542830,1370.8051475910300,16343.0,0.010371005571657400,0.00010755775656734900,1370.805147630260,1370.8335448742600,1370.8335448742600,1370.7847991259600,25488807.52185080,1559.6095695079600,1559.6161978737500,16343.0,0.05550237735274320,0.0030805138918063000,1559.6161988613400,1559.7210841770900,1559.7210841770900,1559.5058722767900,3252548414.0,199620.0,199017.83112035700,16343.0,5261.212801222490,27680360.139747400,199087.36138688200,207814.0,207814.0,190207.0,0.0,0.0,16343.0,0.0,0.0,0.0,0.0,0.0,1
TIC 243244680,41101243.194955400,2511.571087289730,2512.3009287870000,16360.0,7.224931258094840,52.199631684195900,2512.3113175750600,2524.4397201108300,2524.4397201108300,2500.1859764717300,327111268.0371090,19899.73046875,19994.57628588690,16360.0,1586.8147617265400,2517981.0880332700,20057.444053023900,79492.84375,79492.84375,19799.83984375,277052.4570236210,16.879799842834500,16.934746761835,16360.0,0.6153073577501430,0.37860314450146300,16.945921368635700,30.119985580444300,30.119985580444300,16.475675582885700,5914387.129825460,361.51679789366300,361.5151057350530,16360.0,0.011338469222633000,0.0001285608843125970,361.51510591286100,361.5398852306910,361.5398852306910,361.46539568225500,13101305.400026400,800.8196685931950,800.8132885101730,16360.0,0.06212042754975300,0.003858947518964110,800.8132909195660,800.9755317990500,800.9755317990500,800.656488476695,15134471200.0,924564.5,925089.9266503670,16360.0,5201.444492875830,27055024.812468200,925104.5494509220,933829.0,933829.0,916368.0,4204896.0,257.0229828850860,16360.0,1102.656034103630,1215850.3295451400,1132.215148845960,32768.0,32768.0,1
TIC 164892194,47159632.889039800,2404.294569754070,2404.75411192901,19611.0,8.279655600287010,68.55269685936400,2404.768365463990,2418.8557277275100,2418.8557277275100,2390.6555230797200,10349094.469787600,527.6834716796880,527.7188552234770,19611.0,3.976213759905760,15.810275864463900,527.7338348393450,589.6981201171880,589.6981201171880,513.7029418945310,72421.63679671290,3.715043783187870,3.692908918296510,19611.0,0.24109378562639200,0.05812621346766470,3.700770526836480,4.271481037139890,4.271481037139890,3.2655420303344700,15213722.354713300,775.7745506172000,775.7749403249840,19611.0,0.004439432017372980,1.97085566368764E-05,775.7749403376870,775.7976800616900,775.7976800616900,775.7561869501260,28044144.58686090,1430.0211531628500,1430.0211405262800,19611.0,0.009097590934973210,8.27661608201066E-05,1430.0211405552200,1430.058880794200,1430.058880794200,1429.9872932521400,16623340407.0,847323.0,847653.8884809550,19611.0,5961.308567349040,35537199.835149000,847674.8503150940,857807.0,857807.0,837503.0,1024.0,0.052215593289480400,19611.0,5.170266656182390,26.73165729603140,5.170530317502640,512.0,512.0,1
TIC 137685450,47159648.05969490,2404.295347788630,2404.7548855078700,19611.0,8.279725072397740,68.55384727449180,2404.7691392774600,2418.856605668070,2418.856605668070,2390.6561649614400,75307571.55981450,3840.38525390625,3840.0678986188600,19611.0,10.831658702840900,117.32483025483000,3840.0831749889600,3884.096435546880,3884.096435546880,3789.286376953130,172561.08633089100,8.825501441955570,8.79919873187959,19611.0,0.5578658802423540,0.3112143403385760,8.816865240177490,9.833393096923830,9.833393096923830,7.989759922027590,8751901.048153630,446.2760852391090,446.2751031642260,19611.0,0.011158480545298000,0.00012451168807979300,446.2751033037270,446.3020083659490,446.3020083659490,446.23063327353700,3883549.542245890,198.02886662232500,198.02914396236300,19611.0,0.013171097885254600,0.00017347781950295900,198.02914440037300,198.0605299842270,198.0605299842270,197.9961621244990,16623340407.0,847323.0,847653.8884809550,19611.0,5961.308567349040,35537199.835149000,847674.8503150940,857807.0,857807.0,837503.0,0.0,0.0,19611.0,0.0,0.0,0.0,0.0,0.0,1
TIC 229536616,44582696.140614100,2433.8405501032500,2433.287640029150,18322.0,7.842703680743290,61.50800102394430,2433.3002788640100,2446.5759513126700,2446.5759513126700,2419.987237688530,143710614.17236300,7844.760009765630,7843.609549850630,18322.0,21.572636092690800,465.37862798766500,7843.639215895640,9755.0341796875,9755.0341796875,7745.96728515625,193394.64238262200,10.577670097351100,10.555323784664400,18322.0,0.1412837859796550,0.019961108180745000,10.55626928925570,11.43220043182370,11.43220043182370,10.2114896774292,26833164.531077300,1464.5331995403400,1464.5325036064400,18322.0,0.0073372792682743200,5.38356670606482E-05,1464.5325036248200,1464.5619803925500,1464.5619803925500,1464.5138697827700,25153525.223951500,1372.8630248435100,1372.8591433223200,18322.0,0.016892409677089600,0.00028535350469863000,1372.859143426250,1372.892265956000,1372.892265956000,1372.793922668510,15907185750.0,868599.5,868201.3835825780,18322.0,5646.784233488600,31886172.179575500,868219.7467386250,877769.0,877769.0,858625.0,528.0,0.02881781464905580,18322.0,3.7842767006429400,14.320750147029000,3.784386424966420,512.0,512.0,0
TIC 357972447,53071512.084580200,2811.139968713210,2810.693363233780,18882.0,7.977140650729390,63.63477296151930,2810.704683331100,2824.2658202036500,2824.2658202036500,2797.1028569104600,219426505.34765600,11616.86376953130,11620.935565493900,18882.0,34.44183503835560,1186.2400008093000,11620.98660430180,11706.40234375,11706.40234375,11528.99609375,242116.3168706890,12.888124942779500,12.822599135191700,18882.0,0.21041796389546800,0.04427571952991430,12.824325491087200,13.23342514038090,13.23342514038090,12.467733383178700,34949189.16961450,1850.925753950780,1850.9262350182500,18882.0,0.016011614929513500,0.00025637181265102000,1850.9262350875000,1850.961737695070,1850.961737695070,1850.899333736230,31893781.72827700,1689.1124955240500,1689.1103552736500,18882.0,0.013766461055411000,0.00018951544999014700,1689.1103553297400,1689.1349118155400,1689.1349118155400,1689.0802744058000,21524157682.0,1140251.5,1139929.9693888400,18882.0,5743.442882984590,32987136.150106300,1139944.438228010,1149702.0,1149702.0,1130145.0,0.0,0.0,18882.0,0.0,0.0,0.0,0.0,0.0,0
TIC 179033846,1460130.8419719100,1425.9937616031100,1424.5178946067400,1025.0,7.933179488133190,62.93533679093710,1424.5399844832700,1436.8271710046600,1436.8271710046600,1410.951764766910,3031654.3947753900,2953.456298828130,2957.7116046589200,1025.0,78.98436894804720,6238.530538121250,2958.766037873250,3410.840087890630,3410.840087890630,2583.607666015630,2093.122227668760,1.9555035829544100,2.0420704660183000,1025.0,0.3797818575095310,0.1442342592933900,2.0770859509123800,4.343544483184820,4.343544483184820,1.8789894580841100,1802143.3018762400,1758.180339502610,1758.1885871963300,1025.0,0.101180085747874,0.010237409751947100,1758.1885901076800,1758.879846653290,1758.879846653290,1758.120839352940,572443.4128071210,558.4956030519650,558.4813783484110,1025.0,0.05343026333934340,0.002854793040511590,558.481380904264,558.5413389935600,558.5413389935600,558.1024278243580,9694615.0,9529.0,9458.160975609760,1025.0,380.78652932597500,144998.38091612100,9465.823124349170,10049.0,10049.0,8807.0,2203648.0,2149.900487804880,1025.0,7633.075649122000,58263843.865219300,7930.064058548510,32768.0,32768.0,0
TIC 102283403,38663493.68765280,2215.4417707563700,2214.657674856960,17458.0,7.69590809830675,59.227001457583400,2214.6710464094400,2227.576824606130,2227.576824606130,2201.7384103965100,808044603.2617190,46385.66015625,46285.061476785400,17458.0,1000.9772081877400,1001955.3713113200,46295.88395614790,52109.23046875,52109.23046875,44322.4140625,418277.0126724240,23.998183250427200,23.959045289977300,17458.0,0.2470713536374180,0.061044253788226100,23.960319185289900,24.524337768554700,24.524337768554700,23.476512908935500,30735411.672828000,1760.5371379629400,1760.5345212984300,17458.0,0.03371334935564480,0.0011365899247757600,1760.534521621230,1760.625771476830,1760.625771476830,1760.4787919467000,21896558.331889100,1254.2386650880100,1254.2420856850200,17458.0,0.050356869285553700,0.002535814284242340,1254.2420866959200,1254.333036031000,1254.333036031000,1254.1416902434900,12408831611.0,711346.5,710781.9687822200,17458.0,5541.155918782230,30704408.916255400,710803.5674888280,720084.0,720084.0,701480.0,192.0,0.010997823347462500,17458.0,0.4193378368821700,0.1758442214410180,0.4194820300792390,16.0,16.0,0
TIC 172464366,21732380.73056730,1479.8117714901600,1479.2989402060600,14691.0,6.444840374359010,41.535967450967900,1479.312979211040,1490.047918703390,1490.047918703390,1468.275482493240,81737796.10595700,5563.4453125,5563.8007015150100,14691.0,77.0979862004862,5944.099476170360,5564.334852042530,8740.689453125,8740.689453125,5427.3359375,131432.39156627700,8.935662269592290,8.946456440424510,14691.0,0.07733682935608300,0.005980985174851910,8.94679069977543,10.128304481506300,10.128304481506300,8.852411270141600,18171391.195882400,1236.9064187782900,1236.9063505467500,14691.0,0.003606333606585790,1.30056420819901E-05,1236.9063505520100,1236.925313188010,1236.925313188010,1236.8273562481300,7820407.763282400,532.3277989694270,532.3264422627730,14691.0,0.008441280145417270,7.12552104934157E-05,532.326442329701,532.3602145956360,532.3602145956360,532.2947642130310,2663842314.0,181694.0,181324.7780273640,14691.0,4640.237848604010,21531807.29161710,181384.14190321100,189064.0,189064.0,173388.0,446608.0,30.40010891021710,14691.0,351.50346746904600,123554.6876427630,352.81560943999600,4096.0,4096.0,0
TIC 304774444,34658714.843373200,3110.795260711330,3110.915971939070,11141.0,7.7155187812687900,59.529230064111400,3110.925539722170,3124.2236535889200,3124.2236535889200,3097.679131263550,128135172.77050800,11503.94921875,11501.227248048500,11141.0,18.391489693088400,338.2468931309780,11501.241952856500,11554.123046875,11554.123046875,11387.4619140625,118872.59983444200,9.855189323425290,10.669832136652200,11141.0,1.6511570380449900,2.726319564285500,10.796834600410500,19.46541786193850,19.46541786193850,9.826703071594240,21336667.64277310,1915.142441560920,1915.1483388181600,11141.0,0.018910518953778500,0.0003576077271012170,1915.1483389115200,1915.183958743240,1915.183958743240,1915.11299717534,3048345.87181899,273.61330649128800,273.6151038343950,11141.0,0.020848844788950300,0.00043467432903374200,273.61510462871200,273.66274108427600,273.66274108427600,273.5664558092750,9064887610.0,813599.0,813651.1632708020,11141.0,3333.035541651330,11109125.921911000,813657.9899551470,819400.0,819400.0,807933.0,14864384.0,1334.2055470783600,11141.0,1919.5836733464600,3684801.478978300,2337.7138235534600,4096.0,4096.0,0
TIC 66783360,51600094.96585310,2869.41521003515,2868.1059955451700,17991.0,8.787169091477450,77.21434064221670,2868.1194563725500,2882.117720976920,2882.117720976920,2853.3583588748600,219942594.34960900,12283.373046875,12225.145592218900,17991.0,111.03085576002900,12327.85093080440,12225.64978239930,12511.3154296875,12511.3154296875,12026.2314453125,231402.57743549300,12.888287544250500,12.862129811322000,17991.0,0.059402152550703200,0.0035286157276570100,12.862266981330500,13.094578742981000,13.094578742981000,12.76280117034910,17028617.582597100,946.5369354053960,946.5075639262490,17991.0,0.052070145940603100,0.0027113000982757100,946.507565358514,946.6604609701550,946.6604609701550,946.4348569724240,11880188.47479170,660.322372534429,660.3406411423340,17991.0,0.03514207910637040,0.001234965723918390,660.3406420774320,660.4043362253190,660.4043362253190,660.2569750596110,21252163497.0,1182209.0,1181266.3830248500,17991.0,6326.840396456440,40028909.40223310,1181283.3261220600,1191355.0,1191355.0,1170648.0,0.0,0.0,17991.0,0.0,0.0,0.0,0.0,0.0,0
TIC 271900960,25029920.654800800,1367.0475505565000,1367.7552270383000,18300.0,8.119553021284450,65.92714126544950,1367.7793273155700,1381.5132491737900,1381.5132491737900,1354.1082192773800,1402875223.5703100,76667.171875,76659.84828253070,18300.0,69.71144550160430,4859.685633923140,76659.87997894510,76870.6484375,76870.6484375,76295.609375,549650.3662128450,29.987034797668500,30.035539137313900,18300.0,0.12851038297142700,0.016514918531462700,30.035814059013800,30.62994384765630,30.62994384765630,29.92613220214840,3604385.3825337600,196.95805416096200,196.9609498652330,18300.0,0.020301933818238600,0.00041216851676013900,196.960950911553,197.05939628112800,197.05939628112800,196.90559631371800,30665573.36909150,1675.713604896370,1675.7143917536300,18300.0,0.027194638449815200,0.0007395483604161650,1675.7143919743000,1675.794876847800,1675.794876847800,1675.62401376231,1848593439.0,100506.5,101016.03491803300,18300.0,5846.190685533810,34177945.53162230,101185.06439239400,110922.0,110922.0,91190.0,23660032.0,1292.8979234972700,18300.0,6378.980069550500,40691386.727722500,6508.684334664420,32768.0,32768.0,0
TIC 124029677,38663470.4419259,2215.4404341342700,2214.656343334050,17458.0,7.695970741700480,59.227965657109800,2214.669715112260,2227.575620825320,2227.575620825320,2201.736997127260,78096385.1459961,4473.485107421880,4473.386707870090,17458.0,9.154969717698760,83.81347053198120,4473.396075871150,4506.64111328125,4506.64111328125,4430.38916015625,144604.2042350770,8.282750606536870,8.282976528530010,17458.0,0.012805156460869700,0.0001639720319873520,8.282986426658630,8.347450256347660,8.347450256347660,8.24390983581543,20909600.19254620,1197.708947722470,1197.7087978317200,17458.0,0.01252709107401330,0.0001569280107766220,1197.7087978972300,1197.7388333968000,1197.7388333968000,1197.6698575874300,31675747.33131370,1814.3960853356100,1814.3972580658600,17458.0,0.014084776877921800,0.00019838093970084200,1814.3972581205200,1814.4276522949100,1814.4276522949100,1814.365502073960,12408831611.0,711346.5,710781.9687822200,17458.0,5541.155918782230,30704408.916255400,710803.5674888280,720084.0,720084.0,701480.0,0.0,0.0,17458.0,0.0,0.0,0.0,0.0,0.0,1
TIC 26583436,1262107.7350441100,304.737889504082,304.85694083191000,4140.0,26.020187024405100,677.0501327850210,305.96536488004000,349.4961652344280,349.4961652344280,260.2246251637700,231885063.59375,56074.408203125,56010.88492602660,4140.0,202.8292077426340,41139.68751350450,56011.252172077900,56599.0625,56599.0625,55539.21875,27465.13804578780,6.636492967605590,6.634091315407680,4140.0,0.013288167540894300,0.0001765753965948770,6.634104623576890,6.667387962341310,6.667387962341310,6.605698108673100,2511204.9259274100,606.5579385062850,606.5712381467180,4140.0,0.03606223380899180,0.001300484707294390,606.5712392187150,606.6340668273790,606.6340668273790,606.5285098441480,1602112.513828900,386.98120636433000,386.9836989924870,4140.0,0.009683129987683950,9.37630063583841E-05,386.9836991136330,387.0053255831360,387.0053255831360,386.9707069457740,39695678.0,9582.5,9588.328019323670,4140.0,1273.444448121560,1621660.7624516300,9672.522678629350,11773.0,11773.0,7404.0,1989856.0,480.6415458937200,4140.0,9638.79407725786,92906351.2637812,9650.770309121460,393216.0,393216.0,0
